!!SBtab TableType='Proteomaps' Organism='eco'!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
b2294	2850.0	272.660373091	997500.0	349.231717425	350			
b2295	396.0	37.8854413137	138600.0	48.5248281054	350			
b2327	115.0	11.00208523	40250.0	14.0918061417	350			
b2298	0.0	0.0	0.0	0.0	350			
b2299	2067.0	197.750523221	723450.0	253.284898217	350			
b2300	770.0	73.6661358878	269500.0	94.3538324271	350			
b2301	362.0	34.6326508979	126700.0	44.3585549852	350			
b2302	9.0	0.86103275713	1935.0	0.677457015757	215.0	YfcG	K00799	Amino acid metabolism
b2304	229.0	21.9085001536	80150.0	28.0610748387	350			
b2305	57.0	5.45320746182	19950.0	6.9846343485	350			
b2322	71.0	6.79259175069	24850.0	8.70015857445	350			
b2325	1540.0	147.332271776	539000.0	188.707664854	350			
b2326	171.0	16.3596223855	59850.0	20.9539030455	350			
b2331	393.0	37.5984303947	137550.0	48.1572157712	350			
b2332	92.0	8.801668184	32200.0	11.2734449134	350			
b2333	0.0	0.0	0.0	0.0	350			
b2334	0.0	0.0	0.0	0.0	350			
b2335	0.0	0.0	0.0	0.0	350			
b2336	0.0	0.0	0.0	0.0	350			
b2339	0.0	0.0	0.0	0.0	350			
b2343	2873.0	274.860790137	1005550.0	352.050078653	350			
b2347	0.0	0.0	0.0	0.0	350			
b2371	0.0	0.0	0.0	0.0	350			
b2345	0.0	0.0	0.0	0.0	350			
b2354	19.0	1.81773582061	6650.0	2.3282114495	350			
b2357	0.0	0.0	0.0	0.0	350			
b2359	0.0	0.0	0.0	0.0	350			
b2360	57.0	5.45320746182	19950.0	6.9846343485	350			
b2361	0.0	0.0	0.0	0.0	350			
b2362	0.0	0.0	0.0	0.0	350			
b2363	0.0	0.0	0.0	0.0	350			
b2372	0.0	0.0	0.0	0.0	350			
b2375	12.0	1.14804367617	4200.0	1.47044933653	350			
b2377	141.0	13.489513195	49350.0	17.2777797042	350			
b2395	18.0	1.72206551426	6300.0	2.20567400479	350			
b2398	68.0	6.50558083165	23800.0	8.33254624032	350			
b2399	82.0	7.84496512052	28700.0	10.0480704663	350			
b2410	119.0	11.3847664554	41650.0	14.5819559206	350			
b2419	26.0	2.48742796504	9100.0	3.18597356247	350			
b2408	0.0	0.0	0.0	0.0	350			
b2389	2.0	0.191340612696	700.0	0.245074889421	350			
b2409	74.0	7.07960266974	25900.0	9.06777090858	350			
b2420	12.0	1.14804367617	4200.0	1.47044933653	350			
b2430	13.0	1.24371398252	4550.0	1.59298678124	350			
b2431	1830.0	175.076660616	640500.0	224.24352382	350			
b2432	320.0	30.6144980313	112000.0	39.2119823074	350			
b2433	105.0	10.0453821665	36750.0	12.8664316946	350			
b2471	2256.0	215.832211121	789600.0	276.444475267	350			
b2443	70.0	6.69692144435	24500.0	8.57762112974	350			
b2444	0.0	0.0	0.0	0.0	350			
b2445	0.0	0.0	0.0	0.0	350			
b2446	41.0	3.92248256026	14350.0	5.02403523313	350			
b2447	28.0	2.67876857774	9800.0	3.43104845189	350			
b2448	0.0	0.0	0.0	0.0	350			
b2449	181.0	17.316325449	63350.0	22.1792774926	350			
b2450	426.0	40.7555505042	149100.0	52.2009514467	350			
b2494	188.0	17.9860175934	65800.0	23.0370396056	350			
b2495	2351.0	224.920890224	279769.0	97.9490810549	119.0	YfgD	K00537	Other enzymes
b2503	0.0	0.0	0.0	0.0	350			
b2504	765.0	73.1877843561	267750.0	93.7411452035	350			
b2505	16.0	1.53072490156	5600.0	1.96059911537	350			
b2506	7.0	0.669692144435	2450.0	0.857762112974	350			
b2510	625.0	59.7939414674	218750.0	76.5859029441	350			
b2513	1729.0	165.413959675	605150.0	211.867241904	350			
b2493	88.0	8.41898695861	30800.0	10.7832951345	350			
b2560	196.0	18.7513800442	68600.0	24.0173391633	350			
b2555	63.0	6.02722929991	22050.0	7.71985901676	350			
b2561	134.0	12.8198210506	46900.0	16.4200175912	350			
b2562	459.0	43.9126706136	160650.0	56.2446871221	350			
b2520	69.0	6.601251138	24150.0	8.45508368503	350			
b2534	0.0	0.0	0.0	0.0	350			
b2605	163.0	15.5942599347	57050.0	19.9736034878	350			
b2575	195.0	18.6557097378	68250.0	23.8948017186	350			
b2579	8064.0	771.485350389	2822400.0	988.141954146	350	YfiD	K06866	Other enzymes
b2577	57.0	5.45320746182	19950.0	6.9846343485	350			
b2581	1945.0	186.078745846	671025.0	234.930539534	345.0	YfiF	K03214	Ribosome biogenesis
b2593	203.0	19.4210721886	71050.0	24.8751012762	350			
b2602	1.0	0.0956703063478	350.0	0.122537444711	350			
b2586	2.0	0.191340612696	700.0	0.245074889421	350			
b2604	8.0	0.765362450782	2800.0	0.980299557684	350			
b2583	158.0	15.115908403	55300.0	19.3609162643	350			
b2584	6.0	0.574021838087	2100.0	0.735224668263	350			
b2603	42.0	4.01815286661	14700.0	5.14657267784	350			
b4461	88.0	8.41898695861	30800.0	10.7832951345	350			
b2618	369.0	35.3023430423	129150.0	45.2163170982	350			
b2619	1063.0	101.697535648	372050.0	130.257303727	350			
b2623	29.0	2.77443888409	10150.0	3.55358589661	350			
b2625	0.0	0.0	0.0	0.0	350			
b2626	0.0	0.0	0.0	0.0	350			
b2627	30.0	2.87010919043	10500.0	3.67612334132	350			
b2628	27.0	2.58309827139	9450.0	3.30851100718	350			
b2629	0.0	0.0	0.0	0.0	350			
b2631	84.0	8.03630573322	29400.0	10.2931453557	350			
b2632	4.0	0.382681225391	1400.0	0.490149778842	350			
b2633	11.0	1.05237336983	3850.0	1.34791189182	350			
b2634	0.0	0.0	0.0	0.0	350			
b2636	14.0	1.33938428887	4900.0	1.71552422595	350			
b2637	10.0	0.956703063478	3500.0	1.22537444711	350			
b2642	0.0	0.0	0.0	0.0	350			
b2643	0.0	0.0	0.0	0.0	350			
b2644	0.0	0.0	0.0	0.0	350			
b2645	0.0	0.0	0.0	0.0	350			
b2671	135.0	12.915491357	47250.0	16.5425550359	350			
b2700	567.0	54.2450636992	198450.0	69.4787311509	350			
b2683	160.0	15.3072490156	56000.0	19.6059911537	350			
b2672	202.0	19.3254018823	70700.0	24.7525638315	350			
b2668	177.0	16.9336442236	61950.0	21.6891277138	350			
b2665	249.0	23.8219062806	87150.0	30.5118237329	350			
b2667	109.0	10.4280633919	38150.0	13.3565814734	350			
b2670	128.0	12.2457992125	44800.0	15.6847929229	350			
b2682	190.0	18.1773582061	66500.0	23.282114495	350			
b2732	54.0	5.16619654278	18900.0	6.61702201437	350			
b2749	97.0	9.28001971574	33950.0	11.8861321369	350			
b2754	13.0	1.24371398252	4550.0	1.59298678124	350			
b2735	167.0	15.9769411601	58450.0	20.4637532667	350			
b2736	6.0	0.574021838087	1812.0	0.634393856616	302.0	YgbJ	K08319	Other enzymes
b2737	0.0	0.0	0.0	0.0	350			
b2738	0.0	0.0	0.0	0.0	350			
b2739	0.0	0.0	0.0	0.0	350			
b2740	0.0	0.0	0.0	0.0	350			
b2755	0.0	0.0	0.0	0.0	350			
b2761	0.0	0.0	0.0	0.0	350			
b2776	0.0	0.0	0.0	0.0	350			
b2777	629.0	60.1766226928	220150.0	77.0760527229	350	QueE	K10026	Cofactor biosynthesis
b2778	0.0	0.0	0.0	0.0	350			
b2766	0.0	0.0	0.0	0.0	350			
b2767	0.0	0.0	0.0	0.0	350			
b2768	3.0	0.287010919043	1050.0	0.367612334132	350			
b2769	0.0	0.0	0.0	0.0	350			
b2770	5.0	0.478351531739	1750.0	0.612687223553	350			
b2771	0.0	0.0	0.0	0.0	350			
b4463	0.0	0.0	0.0	0.0	350			
b2774	0.0	0.0	0.0	0.0	350			
b2824	0.0	0.0	0.0	0.0	350			
b2807	633.0	60.5593039182	221550.0	77.5662025018	350			
b2798	194.0	18.5600394315	67900.0	23.7722642738	350			
b2795	410.0	39.2248256026	143500.0	50.2403523313	350			
b2809	332.0	31.7625417075	116200.0	40.6824316439	350			
b2832	110.0	10.5237336983	38500.0	13.4791189182	350			
b2833	570.0	54.5320746182	199500.0	69.846343485	350			
b2840	254.0	24.3002578123	88900.0	31.1245109565	350			
b2851	0.0	0.0	0.0	0.0	350			
b2852	0.0	0.0	0.0	0.0	350			
b2853	0.0	0.0	0.0	0.0	350			
b2865	262.0	25.0656202631	91700.0	32.1048105142	350			
b2869	0.0	0.0	0.0	0.0	350			
b2870	0.0	0.0	0.0	0.0	350			
b2871	0.0	0.0	0.0	0.0	398.0	YgeX	K01751	Other enzymes
b2872	9.0	0.86103275713	3150.0	1.10283700239	350			
b2912	40.0	3.82681225391	14000.0	4.90149778842	350			
b2909	1707.0	163.309212936	597450.0	209.171418121	350			
b2902	18.0	1.72206551426	6300.0	2.20567400479	350			
b2921	5.0	0.478351531739	1750.0	0.612687223553	350			
b2878	0.0	0.0	0.0	0.0	1032.0	YgfK	K12527	Amino acid metabolism
b2880	5.0	0.478351531739	1750.0	0.612687223553	350	YgfM	K12529	Amino acid metabolism
b4464	0.0	0.0	0.0	0.0	455.0	YgfQ	K06901	Transport
b2886	0.0	0.0	0.0	0.0	350			
b2887	0.0	0.0	0.0	0.0	350			
b2888	0.0	0.0	0.0	0.0	350			
b2896	69.0	6.601251138	24150.0	8.45508368503	350			
b2897	1185.0	113.369313022	414750.0	145.206871982	350			
b2898	3323.0	317.912427994	1163050.0	407.191928773	350			
b2928	61.0	5.83588868722	21350.0	7.47478412734	350			
b2929	34.0	3.25279041583	11900.0	4.16627312016	350			
b2922	1703.0	162.92653171	596050.0	208.681268342	350			
b2930	0.0	0.0	0.0	0.0	350			
b2936	508.0	48.6005156247	128016.0	44.8192957773	252.0	YggG	K07387	Peptidases
b2944	64.0	6.12289960626	22400.0	7.84239646147	350			
b2959	4324.0	413.678404648	1513400.0	529.851910928	350			
b2956	0.0	0.0	0.0	0.0	350			
b2958	547.0	52.3316575722	191450.0	67.0279822567	350			
b4465	0.0	0.0	0.0	0.0	350			
b2950	0.0	0.0	0.0	0.0	326.0	YggR	K02669	Bacterial motility proteins
b2951	573.0	54.8190855373	200550.0	70.2139558191	350			
b2952	702.0	67.1605550562	131976.0	46.2057194375	188.0	YggT	K02221	Secretion system
b2953	105.0	10.0453821665	36750.0	12.8664316946	350			
b2955	140.0	13.3938428887	52920.0	18.5276616402	378.0	YggW	K02495	Cofactor biosynthesis
b2962	3015.0	288.445973639	1055250.0	369.450395802	350			
b3003	0.0	0.0	0.0	0.0	294.0	YghA	K00540	Other enzymes
b3009	324.0	30.9971792567	113400.0	39.7021320862	350			
b2968	10.0	0.956703063478	1780.0	0.623190433099	178.0	YghD	K02462	Bacterial secretion system
b2971	387.0	37.0244085566	135450.0	47.421991103	350			
b4466	686.0	65.6298301546	240100.0	84.0606870714	350			
b2983	0.0	0.0	0.0	0.0	350			
b2984	0.0	0.0	0.0	0.0	350			
b2985	0.0	0.0	0.0	0.0	350			
b2986	0.0	0.0	0.0	0.0	350			
b2989	309.0	29.5621246615	108150.0	37.8640704156	350			
b2998	28.0	2.67876857774	9800.0	3.43104845189	350			
b3037	2073.0	198.324545059	725550.0	254.020122885	350			
b3038	441.0	42.1906050994	154350.0	54.0390131173	350			
b3039	26.0	2.48742796504	9100.0	3.18597356247	350			
b3054	918.0	87.8253412273	321300.0	112.489374244	350			
b3043	30.0	2.87010919043	10500.0	3.67612334132	350			
b3055	568.0	54.3407340056	198800.0	69.6012685956	350			
b3029	4795.0	458.739118938	1678250.0	587.567047387	350			
b4469	345.0	33.00625569	120750.0	42.2754184251	350			
b3020	108.0	10.3323930856	57780.0	20.2291815868	535.0	YgiS	K02035	Transport
b3023	4.0	0.382681225391	640.0	0.224068470328	160.0	YgiV	K07471	Transcription factors
b3024	758.0	72.5180922116	265300.0	92.8833830906	350			
b3027	0.0	0.0	0.0	0.0	350			
b3074	85.0	8.13197603956	29750.0	10.4156828004	350			
b3078	0.0	0.0	0.0	0.0	350			
b3079	0.0	0.0	0.0	0.0	350			
b3080	0.0	0.0	0.0	0.0	350			
b3085	110.0	10.5237336983	38500.0	13.4791189182	350			
b3086	0.0	0.0	0.0	0.0	350			
b3087	172.0	16.4552926918	60200.0	21.0764404902	350			
b3090	38.0	3.63547164122	13300.0	4.656422899	350			
b3120	0.0	0.0	0.0	0.0	350			
b3121	0.0	0.0	0.0	0.0	350			
b3103	529.0	50.609592058	185150.0	64.8223082519	350			
b3104	10.0	0.956703063478	3500.0	1.22537444711	350			
b3105	409.0	39.1291552963	143150.0	50.1178148866	350			
b3106	26.0	2.48742796504	9100.0	3.18597356247	350			
b3107	1033.0	98.8274264573	361550.0	126.581180386	350			
b4470	46.0	4.400834092	16100.0	5.63672245668	350			
b3110	0.0	0.0	0.0	0.0	350			
b3130	105.0	10.0453821665	36750.0	12.8664316946	350			
b3184	86.0	8.22764634591	30100.0	10.5382202451	350			
b3205	632.0	60.4636336118	221200.0	77.443665057	350			
b3153	0.0	0.0	0.0	0.0	350	YhbO	K05520	Peptidases
b3154	82.0	7.84496512052	28700.0	10.0480704663	350			
b3155	20.0	1.91340612696	7000.0	2.45074889421	350			
b3156	606.0	57.9762056468	101202.0	35.4315270846	167.0	YhbS	K03824	Other enzymes
b3157	932.0	89.1647255162	326200.0	114.20489847	350			
b3158	3.0	0.287010919043	993.0	0.347656235993	331.0	YhbU	K08303	Peptidases
b3159	0.0	0.0	0.0	0.0	350			
b3160	261.0	24.9699499568	91350.0	31.9822730694	350			
b3173	0.0	0.0	0.0	0.0	350			
b3180	8448.0	808.222748026	2956800.0	1035.19633291	350			
b3215	0.0	0.0	0.0	0.0	350			
b3233	2860.0	273.617076155	1001000.0	350.457091872	350			
b3211	0.0	0.0	0.0	0.0	350			
b3216	0.0	0.0	0.0	0.0	350			
b3219	36.0	3.44413102852	12600.0	4.41134800958	350			
b3220	0.0	0.0	0.0	0.0	350			
b3221	71.0	6.79259175069	24850.0	8.70015857445	350			
b3232	262.0	25.0656202631	91700.0	32.1048105142	350			
b3238	2062.0	197.272171689	721700.0	252.672210993	350			
b3239	6.0	0.574021838087	2100.0	0.735224668263	350			
b3248	555.0	53.097020023	194250.0	68.0082818143	350			
b3253	429.0	41.0425614232	150150.0	52.5685637808	350			
b3262	0.0	0.0	0.0	0.0	294.0	YhdJ	K07319	Other enzymes
b4550	539.0	51.5662951215	188650.0	66.047682699	350			
b3293	66.0	6.31424021895	23100.0	8.08747135089	350			
b4472	30.0	2.87010919043	10500.0	3.67612334132	350			
b3257	326.0	31.1885198694	114100.0	39.9472069756	350			
b3263	64.0	6.12289960626	22400.0	7.84239646147	350			
b3267	61.0	5.83588868722	21350.0	7.47478412734	350			
b3269	0.0	0.0	0.0	0.0	393.0	YhdX	K09970	Transport
b3270	0.0	0.0	0.0	0.0	367.0	YhdY	K09971	Transport
b3271	27.0	2.58309827139	6804.0	2.38212792517	252.0	YhdZ	K09972	Transport
b3343	154.0	14.7332271776	14630.0	5.1220651889	95.0	YheL	K07237	Sulfur relay system
b3344	212.0	20.2821049457	25228.0	8.83249901473	119.0	YheM	K07236	Sulfur relay system
b3345	177.0	16.9336442236	22656.0	7.9320238496	128.0	YheN	K07235	Sulfur relay system
b3346	550.0	52.6186684913	192500.0	67.3955945908	350			
b3352	424.0	40.5642098915	148400.0	51.9558765573	350			
b3353	92.0	8.801668184	32200.0	11.2734449134	350			
b3354	259.0	24.7786093441	90650.0	31.73719818	350			
b4551	545.0	52.1403169596	190750.0	66.7829073672	350			
b3356	2115.0	202.342697926	740250.0	259.166695563	350			
b3362	0.0	0.0	0.0	0.0	350			
b3358	51.0	4.87918562374	17850.0	6.24940968024	350			
b3369	124.0	11.8631179871	43400.0	15.1946431441	350			
b3376	0.0	0.0	0.0	0.0	350			
b3377	0.0	0.0	0.0	0.0	350			
b3378	12.0	1.14804367617	4200.0	1.47044933653	350			
b3380	0.0	0.0	0.0	0.0	350			
b3381	0.0	0.0	0.0	0.0	350			
b3382	25.0	2.3917576587	8750.0	3.06343611776	350			
b3383	83.0	7.94063542687	29050.0	10.170607911	350			
b3411	19.0	1.81773582061	6650.0	2.3282114495	350			
b3402	14.0	1.33938428887	4900.0	1.71552422595	350			
b3407	1681.0	160.821784971	588350.0	205.985444558	350			
b3434	310.0	29.6577949678	108500.0	37.9866078603	350			
b3448	36.0	3.44413102852	12600.0	4.41134800958	350			
b3483	0.0	0.0	0.0	0.0	350			
b3485	127.0	12.1501289062	47625.0	16.6738451553	375.0	YhhJ	K09686	Transport
b3459	621.0	59.411260242	217350.0	76.0957531652	350			
b3466	199.0	19.0383909632	69650.0	24.3849514974	350			
b3467	185.0	17.6990066743	64750.0	22.6694272714	350			
b3468	162.0	15.4985896283	56700.0	19.8510660431	350			
b3471	80.0	7.65362450782	28000.0	9.80299557684	350			
b3473	84.0	8.03630573322	29400.0	10.2931453557	350			
b3474	0.0	0.0	0.0	0.0	350			
b3439	248.0	23.7262359743	86800.0	30.3892862882	350			
b3440	833.0	79.6933651877	291550.0	102.073691444	350			
b3441	243.0	23.2478844425	39366.0	13.7823115671	162.0	YhhY	K03825	Other enzymes
b3442	0.0	0.0	0.0	0.0	350			
b3508	0.0	0.0	0.0	0.0	350			
b3487	465.0	44.4866924517	162750.0	56.9799117904	350			
b3488	2.0	0.191340612696	700.0	0.245074889421	350			
b3491	0.0	0.0	0.0	0.0	350			
b3492	138.0	13.202502276	48300.0	16.9101673701	350			
b3497	235.0	22.4825219917	82250.0	28.796299507	350			
b3499	526.0	50.3225811389	184100.0	64.4546959177	350			
b3518	0.0	0.0	0.0	0.0	465.0	YhjA	K00428	Other enzymes
b3520	21.0	2.0090764333	7350.0	2.57328633892	350			
b3521	78.0	7.46228389513	27300.0	9.55792068742	350			
b3522	134.0	12.8198210506	46900.0	16.4200175912	350			
b3523	77.0	7.36661358878	26950.0	9.43538324271	350			
b3524	0.0	0.0	0.0	0.0	350			
b3525	0.0	0.0	0.0	0.0	350			
b3527	513.0	49.0788671564	179550.0	62.8617091365	350			
b3529	82.0	7.84496512052	28700.0	10.0480704663	350			
b3535	376.0	35.9720351868	131600.0	46.0740792112	350			
b3539	114.0	10.9064149236	39900.0	13.969268697	350			
b3547	0.0	0.0	0.0	0.0	400.0	YhjX	K08177	Transport
b3548	11.0	1.05237336983	3850.0	1.34791189182	350			
b3562	0.0	0.0	0.0	0.0	350			
b3563	0.0	0.0	0.0	0.0	350			
b3550	4.0	0.382681225391	584.0	0.204462479174	146.0	YiaC	K03826	Other enzymes
b3552	1170.0	111.934258427	409500.0	143.368810311	350			
b3554	2162.0	206.839202324	756700.0	264.925955464	350			
b3555	95.0	9.08867910304	9120.0	3.19297570217	96.0	YiaG	K07726	Transcription factors
b3574	236.0	22.5781922981	82600.0	28.9188369517	350			
b3575	0.0	0.0	0.0	0.0	332.0	YiaK	K08092	Carbohydrate metabolism
b3576	0.0	0.0	0.0	0.0	350			
b3577	0.0	0.0	0.0	0.0	350			
b3578	0.0	0.0	0.0	0.0	350			
b3579	0.0	0.0	0.0	0.0	350			
b3581	16.0	1.53072490156	5600.0	1.96059911537	350	YiaQ	K03081	Carbohydrate metabolism
b3582	2.0	0.191340612696	700.0	0.245074889421	350	YiaR	K03082	Carbohydrate metabolism
b3583	8.0	0.765362450782	2800.0	0.980299557684	350	YiaS	K03080	Carbohydrate metabolism
b3584	11.0	1.05237336983	3850.0	1.34791189182	350			
b3585	17.0	1.62639520791	5950.0	2.08313656008	350			
b3586	0.0	0.0	0.0	0.0	350			
b3587	0.0	0.0	0.0	0.0	350			
b3589	0.0	0.0	0.0	0.0	383.0	YiaY	K13954	Glycolysis
b3594	40.0	3.82681225391	14000.0	4.90149778842	350			
b3618	273.0	26.1179936329	95550.0	33.452722406	350			
b3615	0.0	0.0	0.0	0.0	350			
b3592	251.0	24.0132468933	87850.0	30.7568986223	350			
b3596	0.0	0.0	0.0	0.0	350			
b3597	0.0	0.0	0.0	0.0	350			
b3598	0.0	0.0	0.0	0.0	350			
b3602	3662.0	350.344661846	1281700.0	448.73212253	350			
b3611	2469.0	236.209986373	864150.0	302.54495099	350			
b3614	247.0	23.6305656679	86450.0	30.2667488435	350			
b4554	847.0	81.0327494766	296450.0	103.78921567	350			
b3644	1640.0	156.89930241	574000.0	200.961409325	350			
b3646	88.0	8.41898695861	30800.0	10.7832951345	350			
b3655	174.0	16.6466333045	60900.0	21.3215153796	350			
b3656	5.0	0.478351531739	1750.0	0.612687223553	350			
b3657	0.0	0.0	0.0	0.0	350			
b3660	68.0	6.50558083165	23800.0	8.33254624032	350			
b3663	77.0	7.36661358878	26950.0	9.43538324271	350			
b3664	0.0	0.0	0.0	0.0	470.0	YicO	K06901	Transport
b3638	6.0	0.574021838087	2100.0	0.735224668263	350			
b4555	8.0	0.765362450782	2800.0	0.980299557684	350			
b3697	1064.0	101.793205954	372400.0	130.379841172	350			
b3698	343.0	32.8149150773	120050.0	42.0303435357	350			
b3705	2589.0	247.690423134	1418772.0	496.721987162	548.0	YidC	K03217	Protein export
b4557	321.0	30.7101683376	112350.0	39.3345197521	350			
b3685	51.0	4.87918562374	17850.0	6.24940968024	350			
b3674	6.0	0.574021838087	2100.0	0.735224668263	350			
b3675	3.0	0.287010919043	1050.0	0.367612334132	350			
b3676	16.0	1.53072490156	5600.0	1.96059911537	350			
b3677	25.0	2.3917576587	8750.0	3.06343611776	350			
b3678	0.0	0.0	0.0	0.0	350			
b3679	0.0	0.0	0.0	0.0	350			
b3680	7.0	0.669692144435	2450.0	0.857762112974	350			
b3684	0.0	0.0	0.0	0.0	350	YidP	K03482	Transcription factors
b3688	308.0	29.4664543551	107800.0	37.7415329708	350			
b3689	179.0	17.1249848363	62650.0	21.9342026032	350			
b3696	10.0	0.956703063478	3500.0	1.22537444711	350			
b3711	40.0	3.82681225391	14000.0	4.90149778842	350			
b3712	89.0	8.51465726495	31150.0	10.9058325792	350			
b3713	540.0	51.6619654278	189000.0	66.1702201437	350			
b3715	81.0	7.74929481417	28350.0	9.92553302155	350			
b3718	45.0	4.30516378565	15750.0	5.51418501197	350			
b3719	10.0	0.956703063478	3500.0	1.22537444711	350			
b3755	1047.0	100.166810746	366450.0	128.296704612	350			
b3765	0.0	0.0	0.0	0.0	350			
b3764	21614.0	2067.8180014	7564900.0	2648.52432997	350			
b3795	770.0	73.6661358878	269500.0	94.3538324271	350			
b4558	3876.0	370.818107404	1356600.0	474.955135698	350			
b3810	516.0	49.3658780755	180600.0	63.2293214706	350			
b3812	543.0	51.9489763469	190050.0	66.5378324778	350			
b4482	5.0	0.478351531739	1750.0	0.612687223553	350			
b3817	61.0	5.83588868722	21350.0	7.47478412734	350			
b3818	0.0	0.0	0.0	0.0	350			
b3820	697.0	66.6822035244	243950.0	85.4085989632	350			
b3826	532.0	50.896602977	186200.0	65.189920586	350			
b3827	144.0	13.7765241141	50400.0	17.6453920383	350			
b3834	580.0	55.4887776817	203000.0	71.0717179321	350			
b3848	78.0	7.46228389513	27300.0	9.55792068742	350			
b3865	1899.0	181.677911754	664650.0	232.698607505	350			
b3858	1646.0	157.473324248	576100.0	201.696633994	350			
b3861	2.0	0.191340612696	700.0	0.245074889421	350			
b3862	47.0	4.49650439835	16450.0	5.75925990139	350			
b3866	2563.0	245.202995169	897050.0	314.063470793	350			
b3872	51.0	4.87918562374	17850.0	6.24940968024	350			
b3873	73.0	6.98393236339	25550.0	8.94523346387	350			
b3874	0.0	0.0	0.0	0.0	350			
b3876	0.0	0.0	0.0	0.0	350			
b3877	0.0	0.0	0.0	0.0	350			
b3878	0.0	0.0	0.0	0.0	350	YihQ	K15922	Carbohydrate metabolism
b3879	0.0	0.0	0.0	0.0	350			
b3880	5.0	0.478351531739	1750.0	0.612687223553	350			
b3881	3.0	0.287010919043	1050.0	0.367612334132	350			
b3882	0.0	0.0	0.0	0.0	350	YihU	K08318	Other enzymes
b3883	0.0	0.0	0.0	0.0	350			
b3884	268.0	25.6396421012	93800.0	32.8400351824	350			
b3885	561.0	53.6710418611	196350.0	68.7435064826	350			
b3886	59.0	5.64454807452	20650.0	7.22970923792	350			
b3888	384.0	36.7373976376	134400.0	47.0543787688	350			
b3889	13.0	1.24371398252	4550.0	1.59298678124	350			
b3890	30.0	2.87010919043	10500.0	3.67612334132	350			
b3896	15.0	1.43505459522	5250.0	1.83806167066	350			
b3910	429.0	41.0425614232	150150.0	52.5685637808	350			
b3920	76.0	7.27094328243	26600.0	9.312845798	350			
b3921	215.0	20.5691158648	75250.0	26.3455506128	350			
b3922	746.0	71.3700485355	261100.0	91.412933754	350			
b3937	34.0	3.25279041583	11900.0	4.16627312016	350			
b3964	2190.0	209.517970902	766500.0	268.357003916	350			
b3943	23.0	2.200417046	8050.0	2.81836122834	350			
b3944	0.0	0.0	0.0	0.0	350			
b3954	48.0	4.59217470469	16800.0	5.8817973461	350			
b3955	552.0	52.810009104	193200.0	67.6406694802	350			
b4011	18.0	1.72206551426	6300.0	2.20567400479	350			
b4012	81.0	7.74929481417	11907.0	4.16872386905	147.0	YjaB	K03827	Other enzymes
b3999	782.0	74.814179564	273700.0	95.8242817636	350			
b4001	59.0	5.64454807452	20650.0	7.22970923792	350			
b3989	9.0	0.86103275713	3150.0	1.10283700239	350			
b4020	130.0	12.4371398252	45500.0	15.9298678124	350			
b4023	489.0	46.7827798041	171150.0	59.9208104634	350			
b4026	29.0	2.77443888409	10150.0	3.55358589661	350			
b4027	0.0	0.0	0.0	0.0	350			
b4028	0.0	0.0	0.0	0.0	350			
b4029	0.0	0.0	0.0	0.0	350			
