K18637	AXL2:YIL140W
sce_YLR020C	YLR020C:YLR020C
sce_YLR419W	YLR419W:YLR419W
sce_YHR160C	YHR160C:YHR160C
sce_YBR203W	YBR203W:YBR203W
sce_YMR110C	YMR110C:YMR110C
sce_YLR327C	YLR327C:YLR327C
sce_YLL057C	YLL057C:YLL057C
sce_YDR458C	YDR458C:YDR458C
sce_YLR411W	YLR411W:YLR411W
sce_YGL197W	YGL197W:YGL197W
sce_YDR282C	YDR282C:YDR282C
sce_YFL051C	YFL051C:YFL051C
sce_YLL026W	YLL026W:YLL026W
sce_YPL269W	YPL269W:YPL269W
sce_YDL120W	YDL120W:YDL120W
sce_YKL061W	YKL061W:YKL061W
sce_YLR194C	YLR194C:YLR194C
sce_YPR164W	YPR164W:YPR164W
sce_YCR107W	YCR107W:YCR107W
sce_YJR107W	YJR107W:YJR107W
sce_YDR466W	YDR466W:YDR466W
sce_YEL066W	YEL066W:YEL066W
sce_YDL114W	YDL114W:YDL114W
sce_YER044C	YER044C:YER044C
sce_YBR188C	YBR188C:YBR188C
sce_YBR165W	YBR165W:YBR165W
sce_YNL015W	YNL015W:YNL015W
sce_YCR046C	YCR046C:YCR046C
sce_YBR063C	YBR063C:YBR063C
sce_YHR034C	YHR034C:YHR034C
sce_YMR218C	YMR218C:YMR218C
sce_YGR241C	YGR241C:YGR241C
sce_YEL057C	YEL057C:YEL057C
sce_YHR175W-A	YHR175W-A:YHR175W-A
sce_YBR071W	YBR071W:YBR071W
sce_YDL025C	YDL025C:YDL025C
sce_YHR150W	YHR150W:YHR150W
sce_YNL305C	YNL305C:YNL305C
sce_YCL051W	YCL051W:YCL051W
sce_YDR186C	YDR186C:YDR186C
sce_YJR147W	YJR147W:YJR147W
sce_YNL097C-B	YNL097C-B:YNL097C-B
sce_YFR043C	YFR043C:YFR043C
sce_YJL029C	YJL029C:YJL029C
sce_YJL133C-A	YJL133C-A:YJL133C-A
sce_YGL259W	YGL259W:YGL259W
sce_YDL193W	YDL193W:YDL193W
sce_YBR271W	YBR271W:YBR271W
sce_YLR087C	YLR087C:YLR087C
sce_YNL217W	YNL217W:YNL217W
sce_YGR243W	YGR243W:YGR243W
sce_YKR090W	YKR090W:YKR090W
sce_YBL081W	YBL081W:YBL081W
sce_YGL162W	YGL162W:YGL162W
sce_YJL136W-A	YJL136W-A:YJL136W-A
sce_YNL095C	YNL095C:YNL095C
sce_YMR119W	YMR119W:YMR119W
sce_YDR179W-A	YDR179W-A:YDR179W-A
sce_YHR214C-D	YHR214C-D:YHR214C-D
sce_YOR066W	YOR066W:YOR066W
sce_YNL078W	YNL078W:YNL078W
sce_YJR074W	YJR074W:YJR074W
sce_YJL181W	YJL181W:YJL181W
sce_YMR241W	YMR241W:YMR241W
sce_YIL161W	YIL161W:YIL161W
sce_YMR115W	YMR115W:YMR115W
sce_YDR425W	YDR425W:YDR425W
sce_YKL174C	YKL174C:YKL174C
sce_YJL185C	YJL185C:YJL185C
sce_YOR315W	YOR315W:YOR315W
sce_YDR367W	YDR367W:YDR367W
sce_YLR246W	YLR246W:YLR246W
sce_YBR094W	YBR094W:YBR094W
sce_YER124C	YER124C:YER124C
sce_YOR018W	YOR018W:YOR018W
sce_YOR070C	YOR070C:YOR070C
sce_YBL101C	YBL101C:YBL101C
sce_YFR017C	YFR017C:YFR017C
sce_YBR196C-B	YBR196C-B:YBR196C-B
sce_YCR067C	YCR067C:YCR067C
sce_YOR087W	YOR087W:YOR087W
sce_YGR230W	YGR230W:YGR230W
sce_YKL219W	YKL219W:YKL219W
sce_YLR425W	YLR425W:YLR425W
sce_YOR093C	YOR093C:YOR093C
sce_YPL068C	YPL068C:YPL068C
sce_YJL055W	YJL055W:YJL055W
sce_YBL043W	YBL043W:YBL043W
sce_YGL039W	YGL039W:YGL039W
sce_YDR444W	YDR444W:YDR444W
sce_YCL063W	YCL063W:YCL063W
sce_YBR147W	YBR147W:YBR147W
sce_YMR031C	YMR031C:YMR031C
sce_YPR005C	YPR005C:YPR005C
sce_YFR013W	YFR013W:YFR013W
sce_YJL047C	YJL047C:YJL047C
sce_YMR071C	YMR071C:YMR071C
sce_YDL085C-A	YDL085C-A:YDL085C-A
sce_YOR253W	YOR253W:YOR253W
sce_YGR014W	YGR014W:YGR014W
sce_YDR522C	YDR522C:YDR522C
sce_YFR051C	YFR051C:YFR051C
sce_YFR038W	YFR038W:YFR038W
sce_YCL045C	YCL045C:YCL045C
sce_YHR110W	YHR110W:YHR110W
sce_YOL067C	YOL067C:YOL067C
sce_YNL063W	YNL063W:YNL063W
sce_YMR299C	YMR299C:YMR299C
sce_YBR269C	YBR269C:YBR269C
sce_YKL037W	YKL037W:YKL037W
sce_YNL046W	YNL046W:YNL046W
sce_YKR007W	YKR007W:YKR007W
sce_YNL245C	YNL245C:YNL245C
sce_YDL105W	YDL105W:YDL105W
sce_YGL014W	YGL014W:YGL014W
sce_YOR052C	YOR052C:YOR052C
sce_YCR043C	YCR043C:YCR043C
sce_YBR103W	YBR103W:YBR103W
sce_YJL161W	YJL161W:YJL161W
sce_YNR064C	YNR064C:YNR064C
sce_YCL056C	YCL056C:YCL056C
sce_YIR013C	YIR013C:YIR013C
sce_YNL177C	YNL177C:YNL177C
sce_YKR023W	YKR023W:YKR023W
sce_YPR124W	YPR124W:YPR124W
sce_YDL206W	YDL206W:YDL206W
sce_YPR036W-A	YPR036W-A:YPR036W-A
sce_YDL210W	YDL210W:YDL210W
sce_YOL114C	YOL114C:YOL114C
sce_YBR101C	YBR101C:YBR101C
sce_YOR165W	YOR165W:YOR165W
sce_YPL145C	YPL145C:YPL145C
sce_YGR266W	YGR266W:YGR266W
sce_YHR202W	YHR202W:YHR202W
sce_YDL222C	YDL222C:YDL222C
sce_YPL085W	YPL085W:YPL085W
sce_YER033C	YER033C:YER033C
sce_YIL036W	YIL036W:YIL036W
sce_YDR527W	YDR527W:YDR527W
sce_YDR022C	YDR022C:YDR022C
sce_YDR169C	YDR169C:YDR169C
sce_YBR200W-A	YBR200W-A:YBR200W-A
sce_YDR395W	YDR395W:YDR395W
sce_YDR493W	YDR493W:YDR493W
sce_YJL145W	YJL145W:YJL145W
sce_YOL097W-A	YOL097W-A:YOL097W-A
sce_YJL154C	YJL154C:YJL154C
sce_YJR061W	YJR061W:YJR061W
sce_YGR065C	YGR065C:YGR065C
sce_YIL041W	YIL041W:YIL041W
sce_YBR155W	YBR155W:YBR155W
sce_YLR007W	YLR007W:YLR007W
sce_YMR198W	YMR198W:YMR198W
sce_YGR178C	YGR178C:YGR178C
sce_YFR007W	YFR007W:YFR007W
sce_YIR017C	YIR017C:YIR017C
sce_YNL041C	YNL041C:YNL041C
sce_YKL018C-A	YKL018C-A:YKL018C-A
sce_YPR084W	YPR084W:YPR084W
sce_YDR476C	YDR476C:YDR476C
sce_YGL146C	YGL146C:YGL146C
sce_YIL077C	YIL077C:YIL077C
sce_YLR080W	YLR080W:YLR080W
sce_YEL053C	YEL053C:YEL053C
sce_YPL066W	YPL066W:YPL066W
sce_YFR008W	YFR008W:YFR008W
sce_YGR041W	YGR041W:YGR041W
sce_YKL072W	YKL072W:YKL072W
sce_YPL279C	YPL279C:YPL279C
sce_YPL156C	YPL156C:YPL156C
sce_YDR034C-A	YDR034C-A:YDR034C-A
sce_YKR072C	YKR072C:YKR072C
sce_YDR421W	YDR421W:YDR421W
sce_YGR089W	YGR089W:YGR089W
sce_YGR251W	YGR251W:YGR251W
sce_YGL084C	YGL084C:YGL084C
sce_YJL117W	YJL117W:YJL117W
sce_YER048W-A	YER048W-A:YER048W-A
sce_YMR317W	YMR317W:YMR317W
sce_YPL200W	YPL200W:YPL200W
sce_YHR041C	YHR041C:YHR041C
sce_YMR158W	YMR158W:YMR158W
sce_YGL230C	YGL230C:YGL230C
sce_YLR285C-A	YLR285C-A:YLR285C-A
sce_YOR371C	YOR371C:YOR371C
sce_YFR032C-B	YFR032C-B:YFR032C-B
sce_YLR042C	YLR042C:YLR042C
sce_YLR119W	YLR119W:YLR119W
sce_YNL309W	YNL309W:YNL309W
sce_YOL053W	YOL053W:YOL053W
sce_YBL029W	YBL029W:YBL029W
sce_YIL014C-A	YIL014C-A:YIL014C-A
sce_YMR032W	YMR032W:YMR032W
sce_YOR069W	YOR069W:YOR069W
sce_YGR070W	YGR070W:YGR070W
sce_YDR515W	YDR515W:YDR515W
sce_YMR232W	YMR232W:YMR232W
sce_YGL121C	YGL121C:YGL121C
sce_YJL082W	YJL082W:YJL082W
sce_YGR263C	YGR263C:YGR263C
sce_YAR031W	YAR031W:YAR031W
sce_YBL042C	YBL042C:YBL042C
sce_YDR262W	YDR262W:YDR262W
sce_YIL165C	YIL165C:YIL165C
sce_YLR068W	YLR068W:YLR068W
sce_YIR007W	YIR007W:YIR007W
sce_YGL164C	YGL164C:YGL164C
sce_YLR278C	YLR278C:YLR278C
sce_YOL057W	YOL057W:YOL057W
sce_YHL018W	YHL018W:YHL018W
sce_YDR034C	YDR034C:YDR034C
sce_YOR324C	YOR324C:YOR324C
sce_YDL113C	YDL113C:YDL113C
sce_YPR115W	YPR115W:YPR115W
sce_YFR012W-A	YFR012W-A:YFR012W-A
sce_YIL039W	YIL039W:YIL039W
sce_YPR018W	YPR018W:YPR018W
sce_YFR026C	YFR026C:YFR026C
sce_YDR141C	YDR141C:YDR141C
sce_YPL222W	YPL222W:YPL222W
sce_YKL040C	YKL040C:YKL040C
sce_YPL112C	YPL112C:YPL112C
sce_YOR022C	YOR022C:YOR022C
sce_YPR063C	YPR063C:YPR063C
sce_YER059W	YER059W:YER059W
sce_YDR501W	YDR501W:YDR501W
sce_YJR055W	YJR055W:YJR055W
sce_YBL028C	YBL028C:YBL028C
sce_YGR143W	YGR143W:YGR143W
sce_YOR358W	YOR358W:YOR358W
sce_YGL021W	YGL021W:YGL021W
sce_YNL211C	YNL211C:YNL211C
sce_YHL023C	YHL023C:YHL023C
sce_YBL102W	YBL102W:YBL102W
sce_YDR251W	YDR251W:YDR251W
sce_YCR100C	YCR100C:YCR100C
sce_YDR091C	YDR091C:YDR091C
sce_YJR084W	YJR084W:YJR084W
sce_YMR211W	YMR211W:YMR211W
sce_YHR117W	YHR117W:YHR117W
sce_YLR351C	YLR351C:YLR351C
sce_YGR054W	YGR054W:YGR054W
sce_YOR355W	YOR355W:YOR355W
sce_YOR152C	YOR152C:YOR152C
sce_YDL156W	YDL156W:YDL156W
sce_YAR035C-A	YAR035C-A:YAR035C-A
sce_YGL196W	YGL196W:YGL196W
sce_YAR042W	YAR042W:YAR042W
sce_YGR127W	YGR127W:YGR127W
sce_YJL178C	YJL178C:YJL178C
sce_YLR284C	YLR284C:YLR284C
sce_YGR120C	YGR120C:YGR120C
sce_YPR201W	YPR201W:YPR201W
sce_YLR413W	YLR413W:YLR413W
sce_YGL059W	YGL059W:YGL059W
sce_YDR222W	YDR222W:YDR222W
sce_YNL313C	YNL313C:YNL313C
sce_YCR101C	YCR101C:YCR101C
sce_YER009W	YER009W:YER009W
sce_YPR003C	YPR003C:YPR003C
sce_YEL035C	YEL035C:YEL035C
sce_YOR049C	YOR049C:YOR049C
sce_YGL095C	YGL095C:YGL095C
sce_YOR394C-A	YOR394C-A:YOR394C-A
sce_YPR085C	YPR085C:YPR085C
sce_YML002W	YML002W:YML002W
sce_YOL073C	YOL073C:YOL073C
sce_YMR092C	YMR092C:YMR092C
sce_YLL021W	YLL021W:YLL021W
sce_YOR192C	YOR192C:YOR192C
sce_YMR171C	YMR171C:YMR171C
sce_YKR015C	YKR015C:YKR015C
sce_YDR229W	YDR229W:YDR229W
sce_YJL137C	YJL137C:YJL137C
sce_YKL176C	YKL176C:YKL176C
sce_YBL085W	YBL085W:YBL085W
sce_YBR194W	YBR194W:YBR194W
sce_YPR075C	YPR075C:YPR075C
sce_YMR002W	YMR002W:YMR002W
sce_YOR021C	YOR021C:YOR021C
sce_YMR302C	YMR302C:YMR302C
sce_YJL053W	YJL053W:YJL053W
sce_YLL062C	YLL062C:YLL062C
sce_YAL037W	YAL037W:YAL037W
sce_YDL133W	YDL133W:YDL133W
sce_YOR193W	YOR193W:YOR193W
sce_YMR005W	YMR005W:YMR005W
sce_YIL169C	YIL169C:YIL169C
sce_YOR357C	YOR357C:YOR357C
sce_YJL206C	YJL206C:YJL206C
sce_YOR211C	YOR211C:YOR211C
sce_YPL264C	YPL264C:YPL264C
sce_YML119W	YML119W:YML119W
sce_YDR391C	YDR391C:YDR391C
sce_YBL038W	YBL038W:YBL038W
sce_YFL034W	YFL034W:YFL034W
sce_YPL034W	YPL034W:YPL034W
sce_YOL032W	YOL032W:YOL032W
sce_YDR267C	YDR267C:YDR267C
sce_YDR018C	YDR018C:YDR018C
sce_YIL122W	YIL122W:YIL122W
sce_YDR291W	YDR291W:YDR291W
sce_YCR095C	YCR095C:YCR095C
sce_YHL024W	YHL024W:YHL024W
sce_YGL096W	YGL096W:YGL096W
sce_YGR215W	YGR215W:YGR215W
sce_YGR221C	YGR221C:YGR221C
sce_YPL067C	YPL067C:YPL067C
sce_YOR322C	YOR322C:YOR322C
sce_YGR174C	YGR174C:YGR174C
sce_YLL023C	YLL023C:YLL023C
sce_YBL107C	YBL107C:YBL107C
sce_YBR054W	YBR054W:YBR054W
sce_YPL057C	YPL057C:YPL057C
sce_YNR070W	YNR070W:YNR070W
sce_YOR223W	YOR223W:YOR223W
sce_YPL014W	YPL014W:YPL014W
sce_YPL155C	YPL155C:YPL155C
sce_YBR157C	YBR157C:YBR157C
sce_YPR153W	YPR153W:YPR153W
sce_YDR490C	YDR490C:YDR490C
sce_YAL064C-A	YAL064C-A:YAL064C-A
sce_YDR511W	YDR511W:YDR511W
sce_YDR126W	YDR126W:YDR126W
sce_YPL196W	YPL196W:YPL196W
sce_YHR134W	YHR134W:YHR134W
sce_YNR034W-A	YNR034W-A:YNR034W-A
sce_YHL016C	YHL016C:YHL016C
sce_YOR032C	YOR032C:YOR032C
sce_YML003W	YML003W:YML003W
sce_YPL108W	YPL108W:YPL108W
sce_YOR342C	YOR342C:YOR342C
sce_YOL098C	YOL098C:YOL098C
sce_YEL001C	YEL001C:YEL001C
sce_YEL019C	YEL019C:YEL019C
sce_YOL162W	YOL162W:YOL162W
sce_YNL323W	YNL323W:YNL323W
sce_YBR245C	YBR245C:YBR245C
sce_YOR186W	YOR186W:YOR186W
sce_YGL226W	YGL226W:YGL226W
sce_YGR042W	YGR042W:YGR042W
sce_YLR224W	YLR224W:YLR224W
sce_YML118W	YML118W:YML118W
sce_YOR256C	YOR256C:YOR256C
sce_YLR353W	YLR353W:YLR353W
sce_YCL032W	YCL032W:YCL032W
sce_YGL115W	YGL115W:YGL115W
sce_YFL020C	YFL020C:YFL020C
sce_YPL180W	YPL180W:YPL180W
sce_YLR063W	YLR063W:YLR063W
sce_YHR140W	YHR140W:YHR140W
sce_YMR088C	YMR088C:YMR088C
sce_YGL020C	YGL020C:YGL020C
sce_YFL042C	YFL042C:YFL042C
sce_YNR062C	YNR062C:YNR062C
sce_YPL004C	YPL004C:YPL004C
sce_YER078W-A	YER078W-A:YER078W-A
sce_YIL129C	YIL129C:YIL129C
sce_YOL083W	YOL083W:YOL083W
sce_YER186C	YER186C:YER186C
sce_YNL144C	YNL144C:YNL144C
sce_YPL168W	YPL168W:YPL168W
sce_YMR132C	YMR132C:YMR132C
sce_YGR236C	YGR236C:YGR236C
sce_YJR021C	YJR021C:YJR021C
sce_YKR001C	YKR001C:YKR001C
sce_YHL019C	YHL019C:YHL019C
sce_YDR078C	YDR078C:YDR078C
sce_YDR370C	YDR370C:YDR370C
sce_YBL089W	YBL089W:YBL089W
sce_YBR287W	YBR287W:YBR287W
sce_YMR206W	YMR206W:YMR206W
sce_YNL160W	YNL160W:YNL160W
sce_YDR061W	YDR061W:YDR061W
sce_YPR052C	YPR052C:YPR052C
sce_YJR140C	YJR140C:YJR140C
